num;nomenclature;code;mnemonique;libelle;Définition;statut;creation;modification;ressource
2;DS_PUBLIQUE;Pu;Publique;Publique;Publique : La Donnée Source est publique qu’elle soit produite en « régie » ou « acquise ».;Validé;05/12/2013;05/12/2013;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/2-DS_PUBLIQUE_2013-12-05.csv
2;DS_PUBLIQUE;Re;Publique Régie;Publique Régie;Publique Régie : La Donnée Source est publique et a été produite directement par un organisme ayant autorité publique avec ses moyens humains et techniques propres.;Validé;05/12/2013;05/12/2013;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/2-DS_PUBLIQUE_2013-12-05.csv
2;DS_PUBLIQUE;Ac;Publique acquise;Publique acquise;Publique Acquise : La donnée-source a été produite par un organisme privé (associations, bureaux d’étude…) ou une personne physique à titre personnel. Les droits patrimoniaux exclusifs ou non exclusifs, de copie, traitement et diffusion sans limitation ont été acquis à titre gracieux ou payant, sur marché ou par convention, par un organisme ayant autorité publique. La donnée-source est devenue publique.  ;Gelé;05/12/2013;15/03/2018;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/2-DS_PUBLIQUE_2018-03-15.csv
2;DS_PUBLIQUE;NSP;Ne sait pas;Ne sait pas;Ne sait pas : L’information indiquant si la Donnée Source est publique ou privée n’est pas connue.;Validé;05/12/2013;05/12/2013;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/2-DS_PUBLIQUE_2018-03-15.csv
2;DS_PUBLIQUE;Pr;Privée;Privée;Privée : La Donnée Source a été produite par un organisme privé ou un individu à titre personnel. Aucun organisme ayant autorité publique n'a acquis les droits patrimoniaux,  la Donnée Source reste la propriété de l’organisme ou de l’individu privé. Seul ce cas autorise un floutage géographique de la DEE.;Validé;05/12/2013;05/12/2013;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/2-DS_PUBLIQUE_2018-03-15.csv
2;DS_PUBLIQUE;Pu;Publique;Publique;Publique : La Donnée Source est publique qu’elle soit produite en « régie » ou « acquise ».;Validé;05/12/2013;05/12/2013;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/2-DS_PUBLIQUE_2018-03-15.csv
2;DS_PUBLIQUE;Re;Publique Régie;Publique Régie;Publique Régie : La Donnée Source est publique et a été produite directement par un organisme ayant autorité publique avec ses moyens humains et techniques propres.;Gelé;05/12/2013;15/03/2018;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/2-DS_PUBLIQUE_2018-03-15.csv
20;TYP_ATTR;QTA;QTA;Quantitatif;Le paramètre est de type quantitatif : il peut être mesuré par une valeur numérique. Exemples : âge précis, taille, nombre de cercles ligneux...;Validé;16/09/2015;16/09/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/20-TYP_ATTR_2015-12-07.csv
20;TYP_ATTR;QUAL;QUAL;Qualitatif;Le paramètre est de type qualitatif : Il décrit une qualité qui ne peut être définie par une quantité numérique. Exemples : individu âgé / individu jeune, eau trouble, milieu clairsemé…;Validé;16/09/2015;07/12/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/20-TYP_ATTR_2015-12-07.csv
20;TYP_ATTR;NSP;NSP;Ne sait pas;Le type du paramètre n'est pas connu.;Validé;15/03/2018;15/03/2018;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/20-TYP_ATTR_2018-03-15.csv
20;TYP_ATTR;QTA;QTA;Quantitatif;Le paramètre est de type quantitatif : il peut être mesuré par une valeur numérique.    Exemples : âge précis, taille, nombre de cercles ligneux...;Validé;16/09/2015;16/09/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/20-TYP_ATTR_2018-03-15.csv
20;TYP_ATTR;QUAL;QUAL;Qualitatif;Le paramètre est de type qualitatif : Il décrit une qualité qui ne peut être définie par une quantité numérique.     Exemples : individu âgé / individu jeune, eau trouble, milieu clairsemé…;Validé;16/09/2015;07/12/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/20-TYP_ATTR_2018-03-15.csv
21;DENBR;Ca;Ca;Calculé;Calculé : Dénombrement par opération mathématique;Validé;22/01/2014;16/12/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/21-DENBR_2015-12-16.csv
21;DENBR;Co;Co;Compté;Compté : Dénombrement par énumération des individus;Validé;22/01/2014;16/12/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/21-DENBR_2015-12-16.csv
21;DENBR;Es;Es;Estimé;Estimé : Dénombrement qualifié d’estimé lorsque le produit concerné n'a fait l'objet d'aucune action de détermination de cette valeur du paramètre par le biais d'une technique de mesure.;Validé;22/01/2014;16/12/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/21-DENBR_2015-12-16.csv
21;DENBR;NSP;NSP;Ne sait pas;Ne sait Pas : La méthode de dénombrement n’est pas connue;Validé;22/01/2014;16/12/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/21-DENBR_2015-12-16.csv
22;TYP_EN;AAPN;AAPN;AAPN;Aire d’adhésion de parc national;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;ANTAR;ANTAR;ANTAR;Zone protégée du Traité de l'Antarctique;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;APB;APB;APB;Arrêté de protection de biotope;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;APIA;APIA;APIA;Zone protégée de la convention d'Apia;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;ASPIM;ASPIM;ASPIM;Aire spécialement protégée d’importance méditerranéenne;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;BPM;BPM;BPM;Bien inscrit sur la liste du patrimoine mondial de l'UNESCO;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;CARTH;CARTH;CARTH;Zone protégée de la convention de Carthagène;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;CNP;CNP;CNP;"Coeur de parc national. Valeur gelée le 15/06/2016 et remplacée par ""CPN""";Gelé;22/01/2014;15/06/2016;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;ENS;ENS;ENS;Espace naturel sensible;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;MAB;MAB;MAB;Réserve de biosphère (Man and Biosphère);Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;N2000;N2000;N2000;Natura 2000;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;NAIRO;NAIRO;NAIRO;Zone spécialement protégée de la convention de Nairobi;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;OSPAR;OSPAR;OSPAR;Zone marine protégée de la convention OSPAR;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;PNM;PNM;PNM;Parc naturel marin;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;PNR;PNR;PNR;Parc naturel régional;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;PRN;PRN;PRN;Périmètre de protection de réserve naturelle;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;RAMSAR;RAMSAR;RAMSAR;Site Ramsar : Zone humide d'importance internationale;Validé;22/01/2014;16/12/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;RBD;RBD;RBD;Réserve biologique;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;RBI;RBI;RBI;Réserve biologique intégrale;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;RCFS;RCFS;RCFS;Réserve de chasse et de faune sauvage;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;RIPN;RIPN;RIPN;Réserve intégrale de parc national;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;RNC;RNC;RNC;Réserve naturelle de Corse;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;RNCFS;RNCFS;RNCFS;Réserve nationale de chasse et faune sauvage;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;RNN;RNN;RNN;Réserve naturelle nationale;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;RNR;RNR;RNR;Réserve naturelle régionale;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;SCEN;SCEN;SCEN;Site de Conservatoire d’espaces naturels;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;SCL;SCL;SCL;Site du Conservatoire du littoral;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;ZHAE;ZHAE;ZHAE;Zone humide acquise par une Agence de l’eau;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;ZNIEFF;ZNIEFF;ZNIEFF;Zone Naturelle d’Intérêt Ecologique Faunistique et Floristique (type non précisé);Validé;15/09/2015;16/12/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;ZNIEFF1;ZNIEFF1;ZNIEFF1;Zone Naturelle d’Intérêt Ecologique Faunistique et Floristique de type I;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;ZNIEFF2;ZNIEFF2;ZNIEFF2;Zone Naturelle d’Intérêt Ecologique Faunistique et Floristique de type II;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2016-06-15.csv
22;TYP_EN;AAPN;AAPN;AAPN;Aire d’adhésion de parc national;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;ANTAR;ANTAR;ANTAR;Zone protégée du Traité de l'Antarctique;Gelé;22/01/2014;15/03/2018;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;APB;APB;APB;Arrêté de protection de biotope;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;APIA;APIA;APIA;Zone protégée de la convention d'Apia;Gelé;22/01/2014;15/03/2018;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;ASPIM;ASPIM;ASPIM;Aire spécialement protégée d’importance méditerranéenne;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;BPM;BPM;BPM;Bien inscrit sur la liste du patrimoine mondial de l'UNESCO;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;CARTH;CARTH;CARTH;Zone protégée de la convention de Carthagène;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;CNP;CNP;CNP;"Coeur de parc national. Valeur gelée le 15/06/2016 et remplacée par ""CPN""";Gelé;22/01/2014;15/06/2016;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;ENS;ENS;ENS;Espace naturel sensible;Gelé;22/01/2014;15/03/2018;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;MAB;MAB;MAB;Réserve de biosphère (Man and Biosphère);Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;N2000;N2000;N2000;Natura 2000;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;NAIRO;NAIRO;NAIRO;Zone spécialement protégée de la convention de Nairobi;Gelé;22/01/2014;15/03/2018;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;OSPAR;OSPAR;OSPAR;Zone marine protégée de la convention OSPAR;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;PNM;PNM;PNM;Parc naturel marin;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;PNR;PNR;PNR;Parc naturel régional;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;PRN;PRN;PRN;Périmètre de protection de réserve naturelle;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;RAMSAR;RAMSAR;RAMSAR;Site Ramsar : Zone humide d'importance internationale;Validé;22/01/2014;16/12/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;RBD;RBD;RBD;Réserve biologique;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;RBI;RBI;RBI;Réserve biologique intégrale;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;RCFS;RCFS;RCFS;Réserve de chasse et de faune sauvage;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;RIPN;RIPN;RIPN;Réserve intégrale de parc national;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;RNC;RNC;RNC;Réserve naturelle de Corse;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;RNCFS;RNCFS;RNCFS;Réserve nationale de chasse et faune sauvage;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;RNN;RNN;RNN;Réserve naturelle nationale;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;RNR;RNR;RNR;Réserve naturelle régionale;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;SCEN;SCEN;SCEN;Site de Conservatoire d’espaces naturels;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;SCL;SCL;SCL;Site du Conservatoire du littoral;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;ZHAE;ZHAE;ZHAE;Zone humide acquise par une Agence de l’eau;Gelé;22/01/2014;15/03/2018;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;ZNIEFF;ZNIEFF;ZNIEFF;Zone Naturelle d’Intérêt Ecologique Faunistique et Floristique (type non précisé);Validé;15/09/2015;16/12/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;ZNIEFF1;ZNIEFF1;ZNIEFF1;Zone Naturelle d’Intérêt Ecologique Faunistique et Floristique de type I;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
22;TYP_EN;ZNIEFF2;ZNIEFF2;ZNIEFF2;Zone Naturelle d’Intérêt Ecologique Faunistique et Floristique de type II;Validé;22/01/2014;22/01/2014;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/22-TYP_EN_2018-03-15.csv
23;TYP_INF_GEO;1;1;Géoréférencement;Géoréférencement de l'objet géographique. L'objet géographique est celui sur lequel on a effectué l'observation.;Validé;18/09/2015;18/09/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/23-TYP_INF_GEO_2015-12-16.csv
23;TYP_INF_GEO;2;2;Rattachement;Rattachement à l'objet géographique : l'objet géographique n'est pas la géoréférence d'origine, ou a été déduit d'informations autres.;Validé;18/09/2015;16/12/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/23-TYP_INF_GEO_2015-12-16.csv
24;TYP_GRP;AUTR;AUTR;AUTR;La valeur n'est pas contenue dans la présente liste. Elle doit être complétée par d'autres informations.;Validé;09/06/2015;07/12/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/24-TYP_GRP_2015-12-07.csv
24;TYP_GRP;CAMP;CAMP;CAMP;Campagne de prélèvement;Validé;09/06/2015;09/06/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/24-TYP_GRP_2015-12-07.csv
24;TYP_GRP;INVSTA;INVSTA;INVSTA;Inventaire stationnel;Validé;09/06/2015;09/06/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/24-TYP_GRP_2015-12-07.csv
24;TYP_GRP;LIEN;LIEN;LIEN;Lien : Indique un lien fort entre 2 observations. (Une occurrence portée par l'autre, une symbiose, un parasitisme…);Validé;09/06/2015;16/12/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/24-TYP_GRP_2015-12-07.csv
24;TYP_GRP;NSP;NSP;NSP;Ne sait pas : l'information n'est pas connue.;Validé;09/06/2015;09/06/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/24-TYP_GRP_2015-12-07.csv
24;TYP_GRP;OBS;OBS;OBS;Observations;Validé;09/06/2015;09/06/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/24-TYP_GRP_2015-12-07.csv
24;TYP_GRP;OP;OP;OP;Opération de prélèvement;Validé;09/06/2015;09/06/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/24-TYP_GRP_2015-12-07.csv
24;TYP_GRP;PASS;PASS;PASS;Passage;Validé;09/06/2015;09/06/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/24-TYP_GRP_2015-12-07.csv
24;TYP_GRP;POINT;POINT;POINT;Point de prélèvement ou point d'observation.;Validé;09/06/2015;09/06/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/24-TYP_GRP_2015-12-07.csv
24;TYP_GRP;REL;REL;REL;Relevé (qu'il soit phytosociologique, d'observation, ou autre...);Validé;09/06/2015;09/06/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/24-TYP_GRP_2015-12-07.csv
24;TYP_GRP;STRAT;STRAT;STRAT;Strate;Validé;09/06/2015;09/06/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/24-TYP_GRP_2015-12-07.csv
25;VERS_ME;1;1;1;Version issue du rapportage 2010 pour l'Europe;Validé;18/09/2015;18/09/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/25-VERS_ME_2015-12-16.csv
25;VERS_ME;2;2;2;Version intermédiaire de 2013 (interne);Validé;18/09/2015;16/12/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/25-VERS_ME_2015-12-16.csv
25;VERS_ME;3;3;3;Version issue du rapportage 2016 pour l'Europe;Validé;18/09/2015;18/09/2015;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/25-VERS_ME_2015-12-16.csv
26;ACC2;0;Libre;Libre;Libre : l'accès au site est libre. On n'utilisera cette valeur que si le site est librement accessible (Accessibilite à Facile, voir nomenclature 27).;Validé;08/04/2016;08/04/2016;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/26-ACC2_2016-04-08.csv
26;ACC2;1;Réglementée;Réglementée;Réglementée : L'accès, facile, est réglementé. On n'utilisera cette valeur que si le site est facilement accessible (Accessibilite à Facile, voir nomenclature 27);Validé;08/04/2016;08/04/2016;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/26-ACC2_2016-04-08.csv
26;ACC2;2;Dangereuse;Dangereuse;Dangereuse : l'accessibilité est difficile parce qu'il est dangereux d'accéder au site. On n'utilisera cette valeur que si le site est difficilement accessible (Accessibilite à Difficile, voir nomenclature 27);Validé;08/04/2016;08/04/2016;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/26-ACC2_2016-04-08.csv
26;ACC2;3;Matériellement;Matériellement;"Matériellement : l'accessibilité au site est difficile ou impossible pour des raisons matérielles. On n'utilisera cette valeur que si le premier élément d'accessibilité (Accessibilite) indique la notion de ""difficile"" ou ""impossible"" (voir nomenclature 27).";Validé;08/04/2016;08/04/2016;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/26-ACC2_2016-04-08.csv
26;ACC2;4;Non autorisée;Non autorisée;"Non autorisée : l'accès au site est impossible parce qu'il n'est pas autorisé. On n'utilisera cette valeur que si le premier élément d'accessibilité (Accessibilite) indique la notion de ""impossible"" (voir nomenclature 27).";Validé;08/04/2016;08/04/2016;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/26-ACC2_2016-04-08.csv
27;ACC;0;Facile;Facile;Facile : Il est facile d'accéder au site.;Validé;08/04/2016;08/04/2016;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/27-ACC_2016-04-08.csv
27;ACC;1;Difficile;Difficile;Difficile : Il est difficile d'accéder au site.;Validé;08/04/2016;08/04/2016;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/27-ACC_2016-04-08.csv
27;ACC;2;Impossible;Impossible;Impossible : L'accès au site n'est pas possible.;Validé;08/04/2016;08/04/2016;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/27-ACC_2016-04-08.csv
28;AUTPREAL;Non;Non;Non;Non : il n'est pas nécessaire d'avoir une autorisation pour accéder au site géologique.;Validé;08/04/2016;08/04/2016;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/28-AUTPREAL_2016-04-08.csv
28;AUTPREAL;Oui;Oui;Oui;Oui : il est nécessaire d'avoir une autorisation préalable pour accéder au site géologique.;Validé;08/04/2016;08/04/2016;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/28-AUTPREAL_2016-04-08.csv
29;GILGES;A;A;A;A : Paléobiologiques, Macro faune, Micro faune, Flore, Traces, Problèmatiques Biochimiques, Stromatolites;Validé;08/04/2016;08/04/2016;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/29-GILGES_2016-04-08.csv
29;GILGES;B;B;B;B : Géomorphologique, Grotte, Volcans, Cascades, Paysage, Forme d'érosion, Fijords, Karst;Validé;08/04/2016;08/04/2016;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/29-GILGES_2016-04-08.csv
29;GILGES;C;C;C;C : Paléoenvironnemental, Paléoclimatologie, Géologie sédimentaire globale;Validé;08/04/2016;08/04/2016;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/29-GILGES_2016-04-08.csv
29;GILGES;D;D;D;D : Pétrologie sédimentaire, Métamorphique, Ignée, Textures et structures;Validé;08/04/2016;08/04/2016;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/29-GILGES_2016-04-08.csv
29;GILGES;E;E;E;Phénomènes - stratigraphiques, Séquences, Stratotypes;Validé;08/04/2016;08/04/2016;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/29-GILGES_2016-04-08.csv
29;GILGES;F;F;F;Minéralogie;Validé;08/04/2016;08/04/2016;https://standards-sinp.mnhn.fr/wp-content/uploads/sites/16/nomenclatures/29-GILGES_2016-04-08.csv
